simFrame,simTime,wheelId_1,flags_1,wheelX_1,wheelY_1,wheelId_2,flags_2,wheelX_2,wheelY_2,wheelId_3,flags_3,wheelX_3,wheelY_3,wheelId_4,flags_4,wheelX_4,wheelY_4,id,lateralDist,yawRel,type,id.1,lateralDist.1,yawRel.1,type.1,id.2,lateralDist.2,yawRel.2,type.2,id.3,lateralDist.3,yawRel.3,type.3,id.4,lateralDist.4,yawRel.4,type.4,id.5,lateralDist.5,yawRel.5,type.5,id.6,lateralDist.6,yawRel.6,type.6,id.7,lateralDist.7,yawRel.7,type.7,id.8,lateralDist.8,yawRel.8,type.8,id.9,lateralDist.9,yawRel.9,type.9,id.10,lateralDist.10,yawRel.10,type.10,id.11,lateralDist.11,yawRel.11,type.11,id.12,lateralDist.12,yawRel.12,type.12,id.13,lateralDist.13,yawRel.13,type.13,objectId_0,X_0,Y_0,yaw_angle_0,Vx_0,Vy_0,Ax_0,Ay_0,objectId_1,X_1,Y_1,yaw_angle_1,Vx_1,Vy_1,Ax_1,Ay_1,objectId_2,X_2,Y_2,yaw_angle_2,Vx_2,Vy_2,Ax_2,Ay_2,playerId,lightMask,playerId.1,lightMask.1,playerId.2,lightMask.2,playerId.3,lightMask.3,playerId.4,lightMask.4,playerId.5,lightMask.5
12,0.1833333429,1.0,                    0x1,1.7908752073,0.717043202,2.0,                    0x1,1.7403288298,-0.762093392,3.0,                    0x1,-0.0236368543,-0.7018135803,4.0,                    0x1,0.0269095232,0.7773230137,0,1.6900134087,1.05724029708654e-05,2,1,0.7763351798,0.0430988483,2,2,-1.6000133753,1.05724029708654e-05,1,3,-2.5193805695,0.0425444692,1,4,5.6850132942,1.05724029708654e-05,1,5,4.7662611008,0.0432287939,1,6,-4.6850132942,1.05724029708654e-05,1,7,-5.590678215,0.042469833,1,8,9.9349241257,1.05724029708654e-05,1,9,9.0153417587,0.0433248691,2,10,-8.2500133514,1.05724029708654e-05,1,11,-9.1512460709,0.0423241444,1,12,13.5999240875,1.05724029708654e-05,1,13,12.6710577011,0.0434818752,1,1,0.0016363344,0.0377547167,-0.0341596007,0.1406273097,-0.0048056445,1.3797200918,-0.0471491553,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
13,0.2000000104,1.0,                    0x1,1.7934113876,0.7169565004,2.0,                    0x1,1.7428649826,-0.7621800927,3.0,                    0x1,-0.0211005715,-0.7019002525,4.0,                    0x1,0.0294458336,0.7772363405,0,1.6900134087,1.0591e-05,2,1,0.7764437795,0.0431091078,2,2,-1.6000134945,1.0591e-05,1,3,-2.5192728043,0.0425379686,1,4,5.6850132942,1.0591e-05,1,5,4.7663693428,0.0432283543,1,6,-4.6850132942,1.0591e-05,1,7,-5.590569973,0.0424655229,1,8,9.9349241257,1.0591e-05,1,9,9.0154495239,0.0433234572,2,10,-8.2500133514,1.0591e-05,1,11,-9.151137352,0.0423205309,1,12,13.5999240875,1.0591e-05,1,13,12.67116642,0.043480143,1,1,0.004172631,0.037668044,-0.0341596194,0.1637810767,-0.0055968794,1.3987308741,-0.0477988794,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
14,0.216666678,1.0,                    0x1,1.796335878,0.716856529,2.0,                    0x1,1.7457894454,-0.7622800631,3.0,                    0x1,-0.0181760162,-0.7020001932,4.0,                    0x1,0.0323704164,0.7771363989,0,1.6900135279,1.06096686067758e-05,2,1,0.7765690088,0.0431209318,2,2,-1.6000134945,1.06096686067758e-05,1,3,-2.5191485882,0.0425304696,1,4,5.6850132942,1.06096686067758e-05,1,5,4.766494751,0.0432278439,1,6,-4.6850132942,1.06096686067758e-05,1,7,-5.5904445648,0.0424605496,1,8,9.9349241257,1.06096686067758e-05,1,9,9.0155744553,0.0433218256,2,10,-8.2500133514,1.06096686067758e-05,1,11,-9.1510124207,0.0423163585,1,12,13.5999240875,1.06096686067758e-05,1,13,12.6712913513,0.0434781425,1,1,0.0070972001,0.0375681028,-0.034159638,0.1872041523,-0.0063973181,1.4120373726,-0.0482536852,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
15,0.2333333455,1.0,                    0x1,1.7996524456,0.7167431525,2.0,                    0x1,1.7491059799,-0.7623934385,3.0,                    0x1,-0.014859416,-0.7021135313,4.0,                    0x1,0.0356870497,0.7770230597,0,1.6900135279,1.0632e-05,2,1,0.7767110467,0.0431343392,2,2,-1.6000134945,1.0632e-05,1,3,-2.5190076828,0.0425219685,1,4,5.6850132942,1.0632e-05,1,5,4.7666368484,0.0432272665,1,6,-4.6850132942,1.0632e-05,1,7,-5.5903024673,0.0424549095,1,8,9.934923172,1.0632e-05,1,9,9.0157165527,0.0433199778,2,10,-8.2500133514,1.0632e-05,1,11,-9.1508703232,0.0423116274,1,12,13.5999231339,1.0632e-05,1,13,12.6714324951,0.0434758738,1,1,0.0104138168,0.0374547642,-0.0341596603,0.2108157128,-0.0072042006,1.4213507175,-0.0485720448,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
16,0.250000013,1.0,                    0x1,1.8033637249,0.7166162809,2.0,                    0x1,1.7528172206,-0.7625203088,3.0,                    0x1,-0.0111481284,-0.7022403572,4.0,                    0x1,0.0393983759,0.7768962325,0,1.6900135279,1.06580910141929e-05,2,1,0.7768699527,0.0431493372,2,2,-1.6000134945,1.06580910141929e-05,1,3,-2.5188500881,0.0425124504,1,4,5.6850137711,1.06580910141929e-05,1,5,4.7667956352,0.0432266183,1,6,-4.6850137711,1.06580910141929e-05,1,7,-5.5901436806,0.0424485989,1,8,9.934923172,1.06580910141929e-05,1,9,9.0158748627,0.0433179103,2,10,-8.2500133514,1.06580910141929e-05,1,11,-9.1507110596,0.0423063375,1,12,13.5999231339,1.06580910141929e-05,1,13,12.6715917587,0.0434733406,1,1,0.0141251238,0.0373279376,-0.0341596864,0.2345592082,-0.0080155926,1.4278683662,-0.0487948768,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
17,0.2666666806,1.0,                    0x1,1.8074715597,0.7164758511,2.0,                    0x1,1.7569250114,-0.7626607371,3.0,                    0x1,-0.007040304,-0.702380734,4.0,                    0x1,0.0435062444,0.7767558541,0,1.6900136471,1.06878833321389e-05,2,1,0.777045846,0.0431659296,2,2,-1.6000136137,1.06878833321389e-05,1,3,-2.5186758041,0.042501919,1,4,5.6850137711,1.06878833321389e-05,1,5,4.7669715881,0.0432259068,1,6,-4.6850137711,1.06878833321389e-05,1,7,-5.5899682045,0.042441614,1,8,9.934923172,1.06878833321389e-05,1,9,9.0160512924,0.043315623,2,10,-8.2500133514,1.06878833321389e-05,1,11,-9.1505355835,0.0423004776,1,12,13.5999231339,1.06878833321389e-05,1,13,12.6717672348,0.0434705317,1,1,0.0182329702,0.03718756,-0.0341597162,0.2583950162,-0.0088301422,1.4324293137,-0.048950851,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
18,0.2833333481,1.0,                    0x1,1.8119772377,0.7163218256,2.0,                    0x1,1.7614306453,-0.7628147611,3.0,                    0x1,-0.002534646,-0.7025347062,4.0,                    0x1,0.0480119465,0.7766018805,0,1.6900136471,1.07176856545266e-05,2,1,0.7772387266,0.0431841202,2,2,-1.6000136137,1.07176856545266e-05,1,3,-2.5184845924,0.0424903631,1,4,5.6850137711,1.07176856545266e-05,1,5,4.7671642303,0.0432251208,1,6,-4.6850137711,1.07176856545266e-05,1,7,-5.5897755623,0.0424339511,1,8,9.934923172,1.07176856545266e-05,1,9,9.016242981,0.0433131158,2,10,-8.2500133514,1.07176856545266e-05,1,11,-9.1503429413,0.0422940515,1,12,13.5999231339,1.07176856545266e-05,1,13,12.671959877,0.0434674509,1,1,0.0227386502,0.0370335871,-0.034159746,0.2822954357,-0.0096469009,1.4356201887,-0.0490600243,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
19,0.3000000156,1.0,                    0x1,1.8168816639,0.7161541669,2.0,                    0x1,1.7663350219,-0.7629824181,3.0,                    0x1,0.0023697483,-0.7027023046,4.0,                    0x1,0.0529163903,0.7764342804,0,1.6900136471,1.07512159956968e-05,2,1,0.7774486542,0.043203909,2,2,-1.6000137329,1.07512159956968e-05,1,3,-2.5182762146,0.0424777791,1,4,5.6850137711,1.07512159956968e-05,1,5,4.7673745155,0.0430774353,1,6,-4.6850137711,1.07512159956968e-05,1,7,-5.5895657539,0.0424256101,1,8,9.9349222183,1.07512159956968e-05,1,9,9.0164527893,0.0432327464,2,10,-8.2500133514,1.07512159956968e-05,1,11,-9.1501331329,0.0422870554,1,12,13.5999221802,1.07512159956968e-05,1,13,12.6721696854,0.0434640981,1,1,0.0276430693,0.0368659879,-0.0341597795,0.3062410355,-0.0104652066,1.437852025,-0.04913643,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
20,0.3166666832,1.0,                    0x1,1.822185467,0.7159728601,2.0,                    0x1,1.7716387754,-0.7631637232,3.0,                    0x1,0.0076735149,-0.702883551,4.0,                    0x1,0.0582202065,0.7762530323,0,1.6900137663,1.07847454273724e-05,2,1,0.7776756287,0.0432252958,2,2,-1.6000137329,1.07847454273724e-05,1,3,-2.5180511475,0.0424641706,1,4,5.6850137711,1.07847454273724e-05,1,5,4.76760149,0.0430765189,1,6,-4.6850137711,1.07847454273724e-05,1,7,-5.5893387794,0.0424165875,1,8,9.9349222183,1.07847454273724e-05,1,9,9.0166797638,0.0432297923,2,10,-8.2500133514,1.07847454273724e-05,1,11,-9.1499061584,0.0422794893,1,12,13.5999221802,1.07847454273724e-05,1,13,12.6723966599,0.0434604734,1,1,0.0329468607,0.0366847407,-0.0341598131,0.3302182257,-0.0112845944,1.4394122362,-0.0491898991,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
21,0.3333333507,1.0,                    0x1,1.8278890935,0.7157778766,2.0,                    0x1,1.7773423413,-0.7633587046,3.0,                    0x1,0.0133770908,-0.7030784603,4.0,                    0x1,0.063923843,0.7760581209,0,1.6900137663,1.08257218016661e-05,2,1,0.7779197097,0.0432482846,2,2,-1.6000138521,1.08257218016661e-05,1,3,-2.5178091526,0.0424495377,1,4,5.6850137711,1.08257218016661e-05,1,5,4.7678456306,0.0430755354,1,6,-4.6850137711,1.08257218016661e-05,1,7,-5.5890946388,0.0424068868,1,8,9.9349222183,1.08257218016661e-05,1,9,9.0169229507,0.0432266183,2,10,-8.2500133514,1.08257218016661e-05,1,11,-9.1496620178,0.0422713533,1,12,13.5999221802,1.08257218016661e-05,1,13,12.6726398468,0.0434565768,1,1,0.0386504669,0.0364898303,-0.0341598541,0.3542175293,-0.0121047404,1.440502286,-0.0492273048,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
22,0.3500000183,1.0,                    0x1,1.8339928442,0.715569226,2.0,                    0x1,1.7834460369,-0.7635673534,3.0,                    0x1,0.0194807941,-0.7032870436,4.0,                    0x1,0.0700276014,0.7758495357,0,1.6900138855,1.0863e-05,2,1,0.7781808972,0.0432728641,2,2,-1.6000138521,1.0863e-05,1,3,-2.51755023,0.0424338654,1,4,5.6850137711,1.0863e-05,1,5,4.7681064606,0.0430744775,1,6,-4.6850137711,1.0863e-05,1,7,-5.5888338089,0.042396497,1,8,9.9349212646,1.0863e-05,1,9,9.0171842575,0.0432232171,2,10,-8.2500143051,1.0863e-05,1,11,-9.1494016647,0.0422626436,1,12,13.5999212265,1.0863e-05,1,13,12.6729011536,0.0434524007,1,1,0.0447541977,0.0362812461,-0.0341598913,0.3782322407,-0.0129254162,1.4412629604,-0.0492534712,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
23,0.3666666858,1.0,                    0x1,1.8404969417,0.7153468807,2.0,                    0x1,1.7899500682,-0.7637896963,3.0,                    0x1,0.0259848318,-0.7035093078,4.0,                    0x1,0.0765317052,0.7756272692,0,1.6900140047,1.09076809167163e-05,2,1,0.7784591317,0.0432990417,2,2,-1.6000139713,1.09076809167163e-05,1,3,-2.5172741413,0.0424171686,1,4,5.6850137711,1.09076809167163e-05,1,5,4.7683849335,0.0430733524,1,6,-4.6850137711,1.09076809167163e-05,1,7,-5.5885558128,0.0423854329,1,8,9.9349212646,1.09076809167163e-05,1,9,9.0174617767,0.0432195999,2,10,-8.2500143051,1.09076809167163e-05,1,11,-9.1491231918,0.0422533639,1,12,13.5999212265,1.09076809167163e-05,1,13,12.6731786728,0.0434479564,1,1,0.0512582685,0.0360589807,-0.034159936,0.4022577107,-0.0137464628,1.4417932034,-0.0492717698,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
24,0.3833333533,1.0,                    0x1,1.8474015311,0.715110849,2.0,                    0x1,1.7968545915,-0.7640257258,3.0,                    0x1,0.0328893604,-0.7037452585,4.0,                    0x1,0.0834363,0.7753913163,0,1.6900140047,1.09523834908032e-05,2,1,0.7787544727,0.04332681,2,2,-1.6000139713,1.09523834908032e-05,1,3,-2.5169813633,0.0423994362,1,4,5.6850142479,1.09523834908032e-05,1,5,4.7686800957,0.0430721603,1,6,-4.6850137711,1.09523834908032e-05,1,7,-5.5882606506,0.0423736796,1,8,9.934920311,1.09523834908032e-05,1,9,9.0177564621,0.0432157554,2,10,-8.2500143051,1.09523834908032e-05,1,11,-9.1488285065,0.0422435105,1,12,13.5999202728,1.09523834908032e-05,1,13,12.6734743118,0.0434432328,1,1,0.0581628302,0.0358230289,-0.0341599807,0.4262906611,-0.0145677673,1.4421616793,-0.049284555,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
25,0.4000000209,1.0,                    0x1,1.8547067191,0.7148611206,2.0,                    0x1,1.8041597079,-0.7642754518,3.0,                    0x1,0.0401944815,-0.7039948991,4.0,                    0x1,0.0907414927,0.7751416732,0,1.6900141239,1.10008122646832e-05,2,1,0.7790669203,0.043356169,2,2,-1.6000140905,1.10008122646832e-05,1,3,-2.5166714191,0.042658817,1,4,5.6850142479,1.10008122646832e-05,1,5,4.768992424,0.0430708975,1,6,-4.6850142479,1.10008122646832e-05,1,7,-5.5879483223,0.0424865186,1,8,9.934920311,1.10008122646832e-05,1,9,9.0180683136,0.0432116911,2,10,-8.2500143051,1.10008122646832e-05,1,11,-9.1485157013,0.0423096009,1,12,13.5999202728,1.10008122646832e-05,1,13,12.6737861633,0.0434382409,1,1,0.0654679871,0.035573387,-0.0341600291,0.4503287971,-0.0153892534,1.4424166679,-0.0492934696,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
26,0.4166666884,1.0,                    0x1,1.8624125776,0.7145976929,2.0,                    0x1,1.8118654893,-0.7645388768,3.0,                    0x1,0.0479002672,-0.7042582322,4.0,                    0x1,0.0984473556,0.7748783375,0,1.6900142431,1.1053e-05,2,1,0.7793964148,0.0433871113,2,2,-1.6000142097,1.1053e-05,1,3,-2.5163447857,0.0426390544,1,4,5.6850142479,1.1053e-05,1,5,4.7693219185,0.0430695675,1,6,-4.6850142479,1.1053e-05,1,7,-5.5876188278,0.0424734093,1,8,9.9349193573,1.1053e-05,1,9,9.0183973312,0.0432074033,2,10,-8.2500143051,1.1053e-05,1,11,-9.1481866837,0.0422986075,1,12,13.5999193192,1.1053e-05,1,13,12.674115181,0.0434329733,1,1,0.0731738114,0.0353100526,-0.0341600813,0.4743705392,-0.0162108652,1.4425926208,-0.0492996909,,,,,,,,,,,,,,,,,2,                  0x400,3,                  0x400,2.0,                  0x400,3.0,                  0x400,3.0,                  0x400,1.0,0.0
